QBlade CE v 2.0.6.4_beta windows

 Calculated polar for: AH 94-W-301

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     3.000 e 6     Ncrit =   9.000

alpha    CL       CD       CDp      Cm       TopXtr   BotXtr   Cpmin    Chinge   XCp      
-1.000   0.1534   0.00787  0.00275  -0.0926  0.0000   0.0000   1.1994   0.0000   0.0000   
-0.500   0.2187   0.00788  0.00275  -0.0946  0.0000   0.0000   1.1977   0.0000   0.0000   
0.000    0.2851   0.00780  0.00273  -0.0968  0.0000   0.0000   1.2512   0.0000   0.0000   
0.500    0.3511   0.00775  0.00274  -0.0989  0.0000   0.0000   1.3064   0.0000   0.0000   
1.000    0.4164   0.00777  0.00276  -0.1007  0.0000   0.0000   1.3604   0.0000   0.0000   
1.500    0.4809   0.00786  0.00281  -0.1024  0.0000   0.0000   1.4145   0.0000   0.0000   
2.000    0.5447   0.00799  0.00288  -0.1039  0.0000   0.0000   1.4692   0.0000   0.0000   
2.500    0.6089   0.00806  0.00296  -0.1056  0.0000   0.0000   1.5275   0.0000   0.0000   
3.000    0.6742   0.00805  0.00302  -0.1074  0.0000   0.0000   1.5876   0.0000   0.0000   
3.500    0.7392   0.00807  0.00309  -0.1091  0.0000   0.0000   1.6474   0.0000   0.0000   
4.000    0.8034   0.00813  0.00317  -0.1107  0.0000   0.0000   1.7071   0.0000   0.0000   
4.500    0.8667   0.00825  0.00328  -0.1120  0.0000   0.0000   1.7683   0.0000   0.0000   
5.000    0.9287   0.00843  0.00342  -0.1131  0.0000   0.0000   1.8321   0.0000   0.0000   
5.500    0.9908   0.00859  0.00358  -0.1143  0.0000   0.0000   1.8960   0.0000   0.0000   
6.000    1.0535   0.00869  0.00374  -0.1155  0.0000   0.0000   1.9603   0.0000   0.0000   
6.500    1.1167   0.00876  0.00386  -0.1167  0.0000   0.0000   2.0288   0.0000   0.0000   
7.000    1.1785   0.00889  0.00401  -0.1177  0.0000   0.0000   2.0995   0.0000   0.0000   
7.500    1.2370   0.00920  0.00425  -0.1180  0.0000   0.0000   2.1677   0.0000   0.0000   
8.000    1.2951   0.00949  0.00451  -0.1184  0.0000   0.0000   2.2370   0.0000   0.0000   
8.500    1.3561   0.00960  0.00469  -0.1192  0.0000   0.0000   2.3260   0.0000   0.0000   
9.000    1.4136   0.00986  0.00496  -0.1194  0.0000   0.0000   2.4452   0.0000   0.0000   
9.500    1.4651   0.01036  0.00538  -0.1185  0.0000   0.0000   2.5879   0.0000   0.0000   
10.000   1.5185   0.01072  0.00572  -0.1179  0.0000   0.0000   2.7656   0.0000   0.0000   
10.500   1.5612   0.01145  0.00632  -0.1154  0.0000   0.0000   2.9422   0.0000   0.0000   
11.000   1.5939   0.01238  0.00714  -0.1113  0.0000   0.0000   3.1157   0.0000   0.0000   
11.500   1.6051   0.01363  0.00828  -0.1033  0.0000   0.0000   3.2660   0.0000   0.0000   
12.000   1.6185   0.01523  0.00980  -0.0966  0.0000   0.0000   3.4083   0.0000   0.0000   
12.500   1.6250   0.01751  0.01199  -0.0901  0.0000   0.0000   3.5496   0.0000   0.0000   
13.000   1.6319   0.02045  0.01489  -0.0853  0.0000   0.0000   3.6870   0.0000   0.0000   
13.500   1.6351   0.02428  0.01871  -0.0817  0.0000   0.0000   3.8136   0.0000   0.0000   
14.000   1.6215   0.02995  0.02439  -0.0783  0.0000   0.0000   3.9044   0.0000   0.0000   
14.500   1.6095   0.03588  0.03038  -0.0757  0.0000   0.0000   4.0052   0.0000   0.0000   
15.000   1.5898   0.04257  0.03710  -0.0731  0.0000   0.0000   4.0600   0.0000   0.0000   
15.500   1.5627   0.05025  0.04485  -0.0709  0.0000   0.0000   4.1201   0.0000   0.0000   
16.000   1.5456   0.05729  0.05196  -0.0694  0.0000   0.0000   4.1872   0.0000   0.0000   
16.500   1.5335   0.06404  0.05875  -0.0684  0.0000   0.0000   4.2624   0.0000   0.0000   
17.000   1.5228   0.07097  0.06578  -0.0679  0.0000   0.0000   4.3677   0.0000   0.0000   
17.500   1.5023   0.07903  0.07393  -0.0676  0.0000   0.0000   4.4114   0.0000   0.0000   
18.000   1.5050   0.08441  0.07935  -0.0674  0.0000   0.0000   4.5327   0.0000   0.0000   
18.500   1.4794   0.09280  0.08780  -0.0676  0.0000   0.0000   4.5620   0.0000   0.0000   
19.000   1.4881   0.09762  0.09267  -0.0678  0.0000   0.0000   4.7016   0.0000   0.0000   
19.500   1.4735   0.10550  0.10069  -0.0689  0.0000   0.0000   4.7626   0.0000   0.0000   
20.000   1.4763   0.11111  0.10629  -0.0696  0.0000   0.0000   4.9041   0.0000   0.0000   
20.500   1.4596   0.11936  0.11464  -0.0714  0.0000   0.0000   4.9396   0.0000   0.0000   
21.000   1.4730   0.12377  0.11912  -0.0725  0.0000   0.0000   5.0883   0.0000   0.0000   
21.500   1.4860   0.12814  0.12355  -0.0736  0.0000   0.0000   5.2604   0.0000   0.0000   
22.500   1.4788   0.14121  0.13677  -0.0781  0.0000   0.0000   5.4612   0.0000   0.0000   
23.000   1.4901   0.14567  0.14126  -0.0799  0.0000   0.0000   5.6295   0.0000   0.0000   
23.500   1.4809   0.15268  0.14843  -0.0833  0.0000   0.0000   5.6989   0.0000   0.0000   
24.000   1.4953   0.15615  0.15196  -0.0853  0.0000   0.0000   5.9023   0.0000   0.0000   
24.500   1.5109   0.15965  0.15554  -0.0874  0.0000   0.0000   6.0609   0.0000   0.0000   
25.000   1.5210   0.16402  0.15999  -0.0900  0.0000   0.0000   6.2146   0.0000   0.0000   
25.500   1.5065   0.17225  0.16834  -0.0947  0.0000   0.0000   6.2509   0.0000   0.0000   
26.000   1.5163   0.17704  0.17320  -0.0976  0.0000   0.0000   6.4257   0.0000   0.0000   
26.500   1.5257   0.18204  0.17836  -0.1006  0.0000   0.0000   6.5466   0.0000   0.0000   
27.500   1.5289   0.19423  0.19092  -0.1076  0.0000   0.0000   6.7908   0.0000   0.0000   
28.000   1.5407   0.19894  0.19567  -0.1105  0.0000   0.0000   6.9387   0.0000   0.0000   
28.500   1.5253   0.20878  0.20565  -0.1162  0.0000   0.0000   6.9214   0.0000   0.0000   
29.000   1.5264   0.21565  0.21247  -0.1204  0.0000   0.0000   7.0747   0.0000   0.0000   
29.500   1.5404   0.22012  0.21701  -0.1232  0.0000   0.0000   7.2415   0.0000   0.0000   
30.000   1.5196   0.23181  0.22881  -0.1300  0.0000   0.0000   7.1985   0.0000   0.0000   
30.500   1.4790   0.24859  0.24574  -0.1392  0.0000   0.0000   7.0334   0.0000   0.0000   
31.000   1.4898   0.25398  0.25115  -0.1425  0.0000   0.0000   7.1940   0.0000   0.0000   
31.500   1.5085   0.25743  0.25462  -0.1448  0.0000   0.0000   7.4283   0.0000   0.0000   
33.500   1.4528   0.30455  0.30220  -0.1691  0.0000   0.0000   7.3093   0.0000   0.0000   
34.000   1.4542   0.31244  0.31015  -0.1732  0.0000   0.0000   7.4073   0.0000   0.0000   
35.000   1.4284   0.33634  0.33425  -0.1839  0.0000   0.0000   7.3087   0.0000   0.0000   
36.000   1.4309   0.35127  0.34926  -0.1910  0.0000   0.0000   7.4861   0.0000   0.0000   


